ADMINLEVEL,GOV_CODE,DISTRICT_C,CAS_CODE,CADASTER_N,GOV_N,COUNTRY_N,COUNTRY_C,GOV_C,DISTRICT_N,MUNI_N,MUNI_C,MUNI_C_1,MUNI_C_UPD,name,WKT
"Cadaster","LBN1","LB11","10610","Mdaouar foncière","Beirut","Lebanon","LB","LB1","Beirut","Beirut","MU-10650","MU-10650","MU-10650","Mdaouar foncière","POLYGON Z ((35.54133584300011 33.90428611200018 0, 35.54124600200011 33.90432197400015 0, 35.54111832000018 33.90437277300015 0, 35.54065426800015 33.90454298200013 0, 35.54019085000014 33.90468374300015 0, 35.53958200000005 33.90456934300011 0, 35.53943724800018 33.90480042300005 0, 35.53922237800015 33.90503045200014 0, 35.53891231500019 33.90535630000012 0, 35.53862514700005 33.9057019400001 0, 35.53855394100003 33.90575922000004 0, 35.53843694000018 33.90577691500015 0, 35.53799619400013 33.90567306100007 0, 35.53764787300005 33.90560963100017 0, 35.53743945300015 33.90554815700005 0, 35.53743770100004 33.90554319800007 0, 35.537153198 33.90546733500015 0, 35.53661257900011 33.90531603200014 0, 35.53630467200014 33.90500121000019 0, 35.53596598600017 33.90478134000011 0, 35.5357115860001 33.90463433000001 0, 35.53548419500004 33.90455932000005 0, 35.53519763700011 33.90457883400006 0, 35.53488183900008 33.90462186800006 0, 35.5348787460001 33.90476501300008 0, 35.53501824700005 33.90493411800016 0, 35.53599991600014 33.905855782 0, 35.53611138000014 33.90600064600012 0, 35.53553190300007 33.90632596500014 0, 35.53584100900007 33.90659317000014 0, 35.53621855700005 33.90633627300006 0, 35.53638455600003 33.90660132900017 0, 35.53609438300008 33.90678794200007 0, 35.53668079400016 33.90746492000013 0, 35.53659238500004 33.90758296700006 0, 35.53582062500013 33.90886010200014 0, 35.53456140900006 33.90885302900011 0, 35.53344659200015 33.90878863900014 0, 35.53104349100016 33.90874051100008 0, 35.52974771000014 33.90910279600011 0, 35.52973892200009 33.90950841900018 0, 35.52930974700003 33.90950195300021 0, 35.52931750200008 33.90914409200013 0, 35.52925791300002 33.90661353000019 0, 35.52854865200005 33.90632829700013 0, 35.52729801100001 33.90592764300003 0, 35.52536772900005 33.90519453400005 0, 35.52479522100008 33.90783492700009 0, 35.522312795 33.90617452400011 0, 35.52260106300007 33.90344626800016 0, 35.51915456600012 33.90137757800006 0, 35.51905008800014 33.9006965410001 0, 35.5193298030001 33.90029643200013 0, 35.51937660800019 33.90011843400015 0, 35.51940417700007 33.89992351400021 0, 35.5193379330001 33.89964402000015 0, 35.51922868000001 33.89946140200014 0, 35.51914250400016 33.89918146500013 0, 35.51909343300009 33.89895155900012 0, 35.51916676 33.89861118100002 0, 35.51938713200013 33.89848725500008 0, 35.51972505400003 33.89836665900005 0, 35.52030625500009 33.89849807600017 0, 35.52076415500017 33.89831587300013 0, 35.52055468600014 33.89801673500003 0, 35.51950214200006 33.89742802800009 0, 35.51847914500007 33.89677140600016 0, 35.51801071300004 33.89647566600019 0, 35.51750607800009 33.89633680200005 0, 35.51708249700017 33.89638689200012 0, 35.51686928500008 33.89641508600017 0, 35.51564830300013 33.8965770950001 0, 35.51516251000003 33.89662806600016 0, 35.51482272600013 33.89666363600007 0, 35.51455679500008 33.89669144900017 0, 35.51340362300006 33.89681246600016 0, 35.51228534500006 33.89692963400006 0, 35.51179497900017 33.89689581900006 0, 35.51243020900018 33.89614752500013 0, 35.51209401200013 33.89503014000012 0, 35.51311906300014 33.89503290300007 0, 35.51339923800014 33.89503363900013 0, 35.51387915100016 33.89503487300012 0, 35.51412924500007 33.89503557300014 0, 35.51447820800009 33.89502819100004 0, 35.51467147200009 33.89503112700009 0, 35.5149583240002 33.89503562500018 0, 35.51542673700011 33.89503724100008 0, 35.51657510300008 33.89504227100013 0, 35.51680827000011 33.89504425800006 0, 35.51710451800012 33.89505185300004 0, 35.51735864000016 33.89505387600013 0, 35.51755335700005 33.89505217900007 0, 35.51811592900003 33.89509115200018 0, 35.51847342800004 33.89515731500006 0, 35.51870279700011 33.89520955600006 0, 35.51905628300006 33.89533583700012 0, 35.51940235799999 33.89546101800005 0, 35.51966472500008 33.89561213000012 0, 35.52007242400004 33.89570131700015 0, 35.52030091300004 33.89574748100004 0, 35.52069133300017 33.89582315600019 0, 35.52134909200016 33.89586820700008 0, 35.52222469899998 33.89593599800014 0, 35.5226661570001 33.89602723700009 0, 35.52305625900009 33.89624200400004 0, 35.52329887100005 33.89638491800015 0, 35.52346372900003 33.89648197800015 0, 35.52367766200006 33.89660712200003 0, 35.52411010800011 33.89684888000017 0, 35.52429577200008 33.89695287800002 0, 35.5248726870001 33.89709477900017 0, 35.525119782 33.89715601300009 0, 35.52565700600008 33.89728913700011 0, 35.52625128700009 33.89744087700019 0, 35.52648873600015 33.89746391000006 0, 35.52709499400004 33.89737524800016 0, 35.5274967130001 33.89732014200008 0, 35.52798181900011 33.89725389000011 0, 35.52844486200014 33.8971919540001 0, 35.52898558100003 33.89711723400019 0, 35.52943969800003 33.89704599900006 0, 35.52985623900013 33.89696179300016 0, 35.53033378700003 33.89682297700006 0, 35.53062399800018 33.89673503400014 0, 35.53102781200018 33.89661413000009 0, 35.53123437300012 33.89654945000005 0, 35.53165514800001 33.89642555800015 0, 35.53184605800006 33.89638121700013 0, 35.53207481000008 33.89636873400001 0, 35.53232236400014 33.89636202900009 0, 35.53251815800019 33.89634186100007 0, 35.53275711300018 33.89632642900019 0, 35.53297049300005 33.89629017600011 0, 35.53319811500005 33.89622045300013 0, 35.53340949800008 33.89615147199998 0, 35.53363098400006 33.89608419300005 0, 35.53397568200016 33.89594576100011 0, 35.53473125100009 33.89564085400018 0, 35.53497145700006 33.89556737100009 0, 35.53555798600019 33.8954365130001 0, 35.5358874990002 33.89603254700001 0, 35.53629045200004 33.89687491000016 0, 35.53643278200007 33.89723347400017 0, 35.53641393500003 33.89741767600015 0, 35.53641464200017 33.89758850100014 0, 35.53677032600014 33.89838209400017 0, 35.53720207600013 33.89926928100016 0, 35.53736768400016 33.90010032800005 0, 35.53744132500014 33.90065080100003 0, 35.53760754800015 33.90101479500014 0, 35.53808693800016 33.90163745200005 0, 35.53882291900003 33.90230567000011 0, 35.53949988100008 33.90290549200018 0, 35.54133584300011 33.90428611200018 0))"
"Cadaster","LBN1","LB11","10250","Mina el-Hosn foncière","Beirut","Lebanon","LB","LB1","Beirut","Beirut","MU-10650","MU-10650","MU-10650","Mina el-Hosn foncière","POLYGON Z ((35.49208549400002 33.90200295400012 0, 35.49197958700005 33.90130467300014 0, 35.4919381700001 33.90077777700007 0, 35.49191273900004 33.90046041800019 0, 35.49186362000013 33.89986913600011 0, 35.4918401230001 33.8993878980001 0, 35.49185252000013 33.89919415900017 0, 35.49207829700003 33.89908755900019 0, 35.49206497300004 33.89892584000008 0, 35.49192033200006 33.89872602200005 0, 35.49179909400014 33.89859900500009 0, 35.4916599350001 33.89828891800009 0, 35.49162154500009 33.89808382700011 0, 35.49155967200004 33.89774843200014 0, 35.49089393300011 33.89781951100007 0, 35.49042950000013 33.89786634300003 0, 35.49035154200012 33.89760130900016 0, 35.49029616100005 33.89740046700008 0, 35.49023467500012 33.89712427000001 0, 35.4901863470002 33.89680331700004 0, 35.49016157000019 33.89659420800008 0, 35.49013017900019 33.89634793000009 0, 35.49010699600011 33.89615843600008 0, 35.49006987400004 33.89581989700005 0, 35.49002739400008 33.89535696900011 0, 35.49051973800017 33.8953617290001 0, 35.49079178600009 33.89536323800015 0, 35.49106702800017 33.89537311000009 0, 35.4916850180001 33.8953817710002 0, 35.49273853200002 33.89544278900006 0, 35.49322398300018 33.89551479900018 0, 35.49364230600001 33.89559620600004 0, 35.49478523200014 33.89577161 0, 35.49497696400017 33.89575214500007 0, 35.49616552500004 33.89578955500021 0, 35.49639107500019 33.89583050500016 0, 35.49680400799998 33.89592661600004 0, 35.49717633700013 33.89602478100009 0, 35.49751206700006 33.89614267800017 0, 35.49795262200018 33.89631982500016 0, 35.4983647150001 33.89650019800006 0, 35.49864320200008 33.89662383900009 0, 35.49887294500019 33.89672009600014 0, 35.49913522000014 33.89682784300011 0, 35.49936260200013 33.89692392200014 0, 35.49965616900016 33.89705357000004 0, 35.49988692100011 33.89716548400007 0, 35.50012025700003 33.89728293400003 0, 35.50032542800006 33.89739008599999 0, 35.50053489200013 33.89750181400019 0, 35.50073441000013 33.89762015400004 0, 35.50097012800005 33.89779838300012 0, 35.50113672100008 33.89795384900003 0, 35.50127782000017 33.8980851060001 0, 35.50143502100006 33.89836022400016 0, 35.50159207200007 33.89865760700015 0, 35.50177144700008 33.89912332900015 0, 35.50209717800009 33.89983510900005 0, 35.50229641700015 33.90033538100003 0, 35.50229199000007 33.90056743700005 0, 35.50227833000014 33.90092732099997 0, 35.50225625200011 33.90136261900017 0, 35.50216639000014 33.90215965300018 0, 35.50195565700017 33.90216643600014 0, 35.50179866200006 33.90200449400005 0, 35.50180041100016 33.9016790980001 0, 35.50158874899999 33.90166669900007 0, 35.50141949800014 33.90150879800008 0, 35.50109322400016 33.90155905300004 0, 35.50090557500014 33.90148458500012 0, 35.50100387900012 33.90117997500009 0, 35.50101459600005 33.90101552400012 0, 35.50075633900006 33.90066303500016 0, 35.50047927500008 33.90050475100002 0, 35.50000521800018 33.90048170799999 0, 35.49902450600005 33.90042708600011 0, 35.49879625200015 33.90046220500005 0, 35.49852541200017 33.90057390600015 0, 35.49883247300004 33.90087401400012 0, 35.49860968900011 33.90104437600019 0, 35.498386702 33.90120853299998 0, 35.49821194400017 33.90130084700018 0, 35.49800975600011 33.90131874700006 0, 35.49787929900003 33.9011800390001 0, 35.49757100000006 33.9012428220001 0, 35.49742574499999 33.90136137800012 0, 35.49727703700012 33.90146790100017 0, 35.49714585100013 33.90134693900008 0, 35.49710199700006 33.90118968500002 0, 35.49683528600009 33.90120589000004 0, 35.49662812100006 33.90126557000018 0, 35.49641434299996 33.90121127200013 0, 35.49621043100019 33.90123069300005 0, 35.49583456500015 33.90127650900013 0, 35.49540238300012 33.90137755200006 0, 35.49520524600008 33.90136564700003 0, 35.49501350400016 33.90126249800013 0, 35.49454588000004 33.90126941100006 0, 35.49429058400005 33.90127380600018 0, 35.49404880500003 33.90129362900011 0, 35.49387974700004 33.90137249400016 0, 35.49374288400002 33.90153937500001 0, 35.49370005800008 33.90170305000017 0, 35.49370624400019 33.90203505099998 0, 35.49417221600005 33.90199598200007 0, 35.49395524000001 33.90225479200018 0, 35.49400564500018 33.90242130800009 0, 35.49380643100005 33.90245742900015 0, 35.49388136500005 33.90263052300008 0, 35.49386667000015 33.90266454500006 0, 35.49384737700008 33.90268102000003 0, 35.49360436600011 33.9030127170001 0, 35.49467975700004 33.90401621600007 0, 35.49647875500017 33.90538977400017 0, 35.49619429600018 33.90560076200004 0, 35.49462051800014 33.90475099800012 0, 35.49313990300017 33.90357975799997 0, 35.4926550360001 33.90312370300017 0, 35.49228778900017 33.9032378540001 0, 35.49208549400002 33.90200295400012 0))"
"Cadaster","LBN1","LB11","10450","Marfa' foncière","Beirut","Lebanon","LB","LB1","Beirut","Beirut","MU-10650","MU-10650","MU-10650","Marfa' foncière","POLYGON Z ((35.50225625200011 33.90136261900017 0, 35.50227833000014 33.90092732099997 0, 35.50229199000007 33.90056743700005 0, 35.50229641700015 33.90033538100003 0, 35.50209717800009 33.89983510900005 0, 35.50177144700008 33.89912332900015 0, 35.50159207200007 33.89865760700015 0, 35.50143502100006 33.89836022400016 0, 35.50127782000017 33.8980851060001 0, 35.50113672100008 33.89795384900003 0, 35.50135646899996 33.89787476300008 0, 35.50155616200009 33.89781622900016 0, 35.50163010800014 33.89763527000001 0, 35.50153029200011 33.89744037700019 0, 35.50142497700015 33.89721890400005 0, 35.50135405300016 33.89698597800016 0, 35.50125021400016 33.89671280400006 0, 35.50120176100019 33.89636493500018 0, 35.50114895300005 33.89610748100018 0, 35.50109724500005 33.89590754600006 0, 35.50093830200013 33.89529711200004 0, 35.50140370100019 33.89545123100004 0, 35.50164153100012 33.89541033400013 0, 35.50188134600018 33.89532521200004 0, 35.50227272100011 33.89520294500011 0, 35.50278649000013 33.89503251600012 0, 35.5030379930002 33.894953772 0, 35.50354653900019 33.89486711800015 0, 35.50391964000005 33.89486873200008 0, 35.50448911300004 33.89488560600008 0, 35.50480991300009 33.89489868000008 0, 35.5051236170001 33.89491164499999 0, 35.50547770600019 33.89493255400004 0, 35.50568732700002 33.89494477400018 0, 35.50600632800008 33.89493202600016 0, 35.50635857800005 33.89614593400004 0, 35.50659973100005 33.89698579100019 0, 35.50665475700013 33.89718915700015 0, 35.50675474900009 33.89753062100014 0, 35.50834601600017 33.89773204400007 0, 35.51030112200016 33.89726291300001 0, 35.51179497900017 33.89689581900006 0, 35.51228534500006 33.89692963400006 0, 35.51340362300006 33.89681246600016 0, 35.51455679500008 33.89669144900017 0, 35.51482272600013 33.89666363600007 0, 35.51516251000003 33.89662806600016 0, 35.51564830300013 33.8965770950001 0, 35.51686928500008 33.89641508600017 0, 35.51708249700017 33.89638689200012 0, 35.51750607800009 33.89633680200005 0, 35.51801071300004 33.89647566600019 0, 35.51847914500007 33.89677140600016 0, 35.51950214200006 33.89742802800009 0, 35.52055468600014 33.89801673500003 0, 35.52076415500017 33.89831587300013 0, 35.52030625500009 33.89849807600017 0, 35.51972505400003 33.89836665900005 0, 35.51938713200013 33.89848725500008 0, 35.51916676 33.89861118100002 0, 35.51909343300009 33.89895155900012 0, 35.51914250400016 33.89918146500013 0, 35.51922868000001 33.89946140200014 0, 35.5193379330001 33.89964402000015 0, 35.51940417700007 33.89992351400021 0, 35.51937660800019 33.90011843400015 0, 35.5193298030001 33.90029643200013 0, 35.51905008800014 33.9006965410001 0, 35.51915456600012 33.90137757800006 0, 35.51834679800003 33.90430076000011 0, 35.51590851600008 33.9032494550001 0, 35.51528596300001 33.90030457800008 0, 35.51221880500007 33.90053237000011 0, 35.51206685500013 33.90224835800016 0, 35.50986990700004 33.90194051700019 0, 35.50971829300017 33.89971873700001 0, 35.50682813700013 33.90101118699999 0, 35.50684423000014 33.90265447300011 0, 35.5059419030001 33.90267326200011 0, 35.50582143500013 33.90287958700007 0, 35.5055754250002 33.90283030900007 0, 35.50520197400011 33.90273525400012 0, 35.50499495200005 33.90269615500016 0, 35.504753327 33.90263200300017 0, 35.50438312300015 33.90254305500012 0, 35.50419069700017 33.90250121700002 0, 35.50399243800008 33.90243251200013 0, 35.50376367100005 33.90239857500008 0, 35.50355075900018 33.90233528200008 0, 35.50333359500011 33.90228094399998 0, 35.50312393300003 33.90222362000007 0, 35.50289350500015 33.90218838700007 0, 35.50270034600008 33.90216457500011 0, 35.50250445000002 33.90220371999999 0, 35.5023189680001 33.90226120500007 0, 35.50216639000014 33.90215965300018 0, 35.50225625200011 33.90136261900017 0))"
"Cadaster","LBN1","LB11","10110","Aain el-Mraisse foncière","Beirut","Lebanon","LB","LB1","Beirut","Beirut","MU-10650","MU-10650","MU-10650","Aain el-Mraisse foncière","POLYGON Z ((35.49223443600012 33.90325451000008 0, 35.49191501300002 33.90346438700013 0, 35.49165647200005 33.90350818900004 0, 35.49137035000016 33.90350378800012 0, 35.49102862000019 33.90342693500008 0, 35.49077377600004 33.90330364000007 0, 35.49052051700011 33.90310877300005 0, 35.490324003 33.90293873900013 0, 35.49015498900008 33.90281676300003 0, 35.48995680800011 33.90271829800015 0, 35.48969932600011 33.90271433400015 0, 35.48944237100011 33.90268656000017 0, 35.48930199600009 33.90256502400006 0, 35.48927652900006 33.90242144000005 0, 35.48930727800017 33.90232649900015 0, 35.48939469000017 33.90225624900017 0, 35.48942641200011 33.90211354500008 0, 35.48937239200008 33.90196952100007 0, 35.48917474500011 33.90184710400018 0, 35.48888977000011 33.90179493700002 0, 35.48851941300013 33.90171763600009 0, 35.48817716300007 33.90166472599999 0, 35.48777711500014 33.90163460200018 0, 35.48720496700008 33.90162578300005 0, 35.4866900100002 33.90161784300011 0, 35.48625981900002 33.90165898600008 0, 35.48574168600003 33.90179418500016 0, 35.48530990600004 33.90190689600013 0, 35.48528374000015 33.90191311600012 0, 35.48493584500007 33.90199653800011 0, 35.48450459500008 33.90208529500006 0, 35.48415969900015 33.90215156600015 0, 35.48243229200015 33.90261421400006 0, 35.4819698300001 33.90282185400001 0, 35.48168052700002 33.90296057300002 0, 35.48147758400002 33.90307666800011 0, 35.48133138300011 33.90321760000006 0, 35.4811554810001 33.90340584900009 0, 35.48095200400005 33.90354589400005 0, 35.48069186500011 33.90366124399996 0, 35.48040529700003 33.90368062900009 0, 35.48014781200014 33.90367664500011 0, 35.47986275300006 33.90362445600015 0, 35.47957981700011 33.90347688400005 0, 35.47935362400018 33.90335414900005 0, 35.47915598800013 33.90323171500007 0, 35.4789000980001 33.90315615700001 0, 35.47864367900011 33.90310440800009 0, 35.47830142900005 33.90305147000014 0, 35.47781669600015 33.90297236399999 0, 35.47756027800012 33.90292061300011 0, 35.47721856300014 33.90284372100014 0, 35.47690495600006 33.90279108300003 0, 35.47650543400005 33.90273725200012 0, 35.47610653100014 33.90265947000005 0, 35.47582094700017 33.9026310810001 0, 35.47553597500017 33.90257902400015 0, 35.47519479800012 33.90247817500007 0, 35.47502474099996 33.90240394000004 0, 35.47414076400016 33.90225900700004 0, 35.47376882000008 33.90225323200021 0, 35.4734287100002 33.90210475800019 0, 35.47308913300008 33.90193247200013 0, 35.47280621500009 33.9017848850001 0, 35.47246451000019 33.90170797900009 0, 35.47226430500002 33.90170486800016 0, 35.47193622300005 33.90229635800006 0, 35.47100226500003 33.90182844200007 0, 35.4711279310002 33.90132922200013 0, 35.47113166700011 33.90116212800017 0, 35.47113486800009 33.90101898500012 0, 35.47105170800017 33.90089845800002 0, 35.47085302100015 33.90082377200008 0, 35.47056806200012 33.90077156200015 0, 35.47025384600006 33.90074285600014 0, 35.46996888700018 33.90069064400005 0, 35.46971301400004 33.90061506700012 0, 35.46942850400011 33.9005390420001 0, 35.46914346200003 33.90048682800006 0, 35.46891462400008 33.90048326500004 0, 35.46871433800005 33.9004801470001 0, 35.46848550000011 33.90047658400009 0, 35.46828628100009 33.90042584500009 0, 35.468174043 33.90032854100019 0, 35.46817724900006 33.90018539800018 0, 35.46835103400021 33.90009269000014 0, 35.46860957600006 33.90004893800003 0, 35.46875525700013 33.89993197300011 0, 35.46881618600009 33.89976576900019 0, 35.46876273600014 33.89959792600009 0, 35.46867904800013 33.89950120800008 0, 35.46856512400014 33.89947547500015 0, 35.46842211199998 33.89947324800004 0, 35.46822182900007 33.89947012900006 0, 35.46796382100019 33.8994900700002 0, 35.46784730900014 33.89958367000015 0, 35.4677857610002 33.89977368200005 0, 35.46769566400015 33.89996310800005 0, 35.46755051100013 33.90005640200013 0, 35.4674376540001 33.89998304700002 0, 35.46744193100017 33.89979214300005 0, 35.46750187700017 33.8996737030002 0, 35.46750454700004 33.89955451100013 0, 35.46747805100016 33.89945854300015 0, 35.46736572800018 33.89936137800002 0, 35.46731281800004 33.89916958300006 0, 35.46737107200011 33.89912285399999 0, 35.46751416800004 33.89912508300014 0, 35.467712763 33.89919977300008 0, 35.46811332900013 33.89920601300004 0, 35.46840095300014 33.89913889600008 0, 35.46868866200005 33.89907178000004 0, 35.46877555500004 33.89902535500003 0, 35.46880792800017 33.89885884800005 0, 35.46881220200016 33.898667944 0, 35.46881594000007 33.89850099100018 0, 35.46887686700008 33.89833478700005 0, 35.46896482500004 33.89824074200003 0, 35.46896696000017 33.89814536000013 0, 35.46885410400007 33.89807200700001 0, 35.46876935100005 33.89802290900003 0, 35.46865497800006 33.89802112800016 0, 35.46836887600005 33.89801667300003 0, 35.4681400440001 33.8980131090001 0, 35.46799695100009 33.89801088100011 0, 35.46791059500002 33.89803335400013 0, 35.46785180500019 33.89810403500019 0, 35.46790525000006 33.89827201900005 0, 35.46798786600014 33.89841649900014 0, 35.46804193200018 33.89856053400018 0, 35.46801009000002 33.89870323000008 0, 35.46766573100007 33.89874550300014 0, 35.46755127299998 33.89874372000008 0, 35.46696553000008 33.89678965200007 0, 35.46694170600011 33.89657449200017 0, 35.46691681500005 33.89640695100005 0, 35.46697568900017 33.89633627300008 0, 35.46709006000007 33.89633805500007 0, 35.46729033600014 33.89634117600009 0, 35.4675191630002 33.89634474200018 0, 35.46774647100015 33.89641987900013 0, 35.46803141399999 33.89647209600009 0, 35.46837416400012 33.89650125300007 0, 35.46860307500016 33.896504817 0, 35.46878005700006 33.89626896600015 0, 35.46863910199998 33.89617135600002 0, 35.46843944700009 33.89614428800014 0, 35.46801141100001 33.89608998400008 0, 35.46781273900012 33.89601529300018 0, 35.46749969600008 33.89593881999997 0, 35.46724383900009 33.89586323600015 0, 35.46701760400016 33.89574033700018 0, 35.46679198600015 33.89559362700011 0, 35.46662302100008 33.89547161900016 0, 35.46654713800012 33.89539263900019 0, 35.46883123200013 33.89483600400005 0, 35.46906708600011 33.89477836800008 0, 35.46926801900006 33.89472554300006 0, 35.46951263500012 33.89676843700015 0, 35.47025084600017 33.89681248100012 0, 35.47058378400014 33.89684218300005 0, 35.47064573900007 33.89710966000008 0, 35.47055022400008 33.89726968900005 0, 35.47039476700009 33.89752560900013 0, 35.47046165500011 33.89773876100014 0, 35.47062769300013 33.8979165290001 0, 35.47081208000004 33.89805977100008 0, 35.47101625400007 33.8980890200001 0, 35.47125512300005 33.89810851900015 0, 35.47159840600011 33.89811413800003 0, 35.47195700700017 33.89805445900016 0, 35.47215444200008 33.89791644900009 0, 35.47236765700006 33.89790411800003 0, 35.47268107400016 33.8979605720001 0, 35.47299953800002 33.89801808900019 0, 35.47338100000012 33.89808490000012 0, 35.473624372 33.898129833 0, 35.47408046800012 33.89821471300007 0, 35.47459018199997 33.89830521500012 0, 35.47487204200007 33.89835215300009 0, 35.47506457600018 33.89838812000015 0, 35.47536476300007 33.89844689800002 0, 35.47557417300013 33.89848397200004 0, 35.47578526700006 33.8985213530001 0, 35.47650662600011 33.89865501500009 0, 35.47678133600009 33.89870437400002 0, 35.47701360400013 33.8987471560002 0, 35.47728425700006 33.89879659200001 0, 35.47760606200011 33.89885612200014 0, 35.47779527000018 33.89888977800005 0, 35.47801548600013 33.89892743799997 0, 35.47821764000015 33.89897172400008 0, 35.47860368200008 33.89903055500007 0, 35.47892348600008 33.89908892300014 0, 35.47922612499998 33.89914406500011 0, 35.47950790500003 33.89919479600007 0, 35.47972231900019 33.89923504100016 0, 35.4801461000002 33.89931446400006 0, 35.48039893900005 33.89935953000003 0, 35.48062584900017 33.89940024900012 0, 35.48082444200013 33.89943756900005 0, 35.48107846900012 33.89945967900008 0, 35.48149147400012 33.89941575200008 0, 35.48171258700015 33.8993828100002 0, 35.48202083700012 33.89933768400006 0, 35.48239757500004 33.89928304500002 0, 35.48267631500016 33.89924253500006 0, 35.48293329 33.89920803100004 0, 35.48320998300011 33.89916833400004 0, 35.48359668500013 33.89910637600006 0, 35.48385584200015 33.89906485600014 0, 35.48450046700009 33.8989712210002 0, 35.48478280900019 33.8989053940001 0, 35.48502208900008 33.89884566500007 0, 35.48528071900018 33.89878214800006 0, 35.48561990600011 33.89869831000004 0, 35.48589897400014 33.89862763700018 0, 35.48611552000007 33.89857178400008 0, 35.48653824300015 33.8984551250001 0, 35.48694160400003 33.89837326000016 0, 35.48723803900014 33.89829665000001 0, 35.48774880400003 33.89818782800013 0, 35.48849077800016 33.89809341800011 0, 35.48930476700008 33.89799799800001 0, 35.49042950000013 33.89786634300003 0, 35.49089393300011 33.89781951100007 0, 35.49155967200004 33.89774843200014 0, 35.49162154500009 33.89808382700011 0, 35.4916599350001 33.89828891800009 0, 35.49179909400014 33.89859900500009 0, 35.49192033200006 33.89872602200005 0, 35.49206497300004 33.89892584000008 0, 35.49207829700003 33.89908755900019 0, 35.49185252000013 33.89919415900017 0, 35.4918401230001 33.8993878980001 0, 35.49186362000013 33.89986913600011 0, 35.49191273900004 33.90046041800019 0, 35.4919381700001 33.90077777700007 0, 35.49197958700005 33.90130467300014 0, 35.49208549400002 33.90200295400012 0, 35.49228778900017 33.9032378540001 0, 35.49223443600012 33.90325451000008 0))"
